,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report,name,season
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Victor Lindelof,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,CB,45,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.1,2,0,19,20,95.0,2,15,1,0,0,Match Report,Victor Lindelof,2023/2024
3,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,Y,CB,83,0,0,0,0,0,0,1,0,72,0,0,3,0.0,0.0,0.0,0,0,67,69,97.1,0,49,0,0,0,Match Report,Victor Lindelof,2023/2024
0,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,LM,23,0,0,0,0,0,0,0,0,20,0,1,1,0.0,0.0,0.1,2,0,11,16,68.8,2,13,5,2,0,Match Report,Jadon Sancho,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,LW,25,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,13,14,92.9,1,11,1,5,3,Match Report,Jadon Sancho,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,FW,31,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,2,1,10,13,76.9,1,14,4,0,0,Match Report,Jadon Sancho,2023/2024
0,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,FW,24,0,0,0,0,1,0,0,0,9.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,2.0,3.0,66.7,0.0,7.0,1.0,0.0,0.0,Match Report,Rasmus Hojlund,2023/2024
0,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Harry Maguire,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Harry Maguire,2023/2024
3,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,CB,24,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,1,0,13,17,76.5,2,12,0,0,0,Match Report,Harry Maguire,2023/2024
0,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,RM,14,0,0,0,0,1,0,0,0,7,1,0,0,0.4,0.4,0.0,0,0,2,3,66.7,0,3,0,1,0,Match Report,Facundo Pellistri,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,RW,6,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,5,5,100.0,1,7,2,1,0,Match Report,Facundo Pellistri,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Facundo Pellistri,2023/2024
3,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Facundo Pellistri,2023/2024
0,2023-08-14,Mon,Premier League,Matchweek 1,Home,W 1–0,Manchester Utd,Wolves,N,FW,3,0,0,0,0,0,0,0,0,5,1,0,1,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,1,0,Match Report,Scott McTominay,2023/2024
1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–2,Manchester Utd,Tottenham,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Scott McTominay,2023/2024
2,2023-08-26,Sat,Premier League,Matchweek 3,Home,W 3–2,Manchester Utd,Nott'ham Forest,N,DM,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,3,5,60.0,1,5,1,0,0,Match Report,Scott McTominay,2023/2024
0,2023-09-03,Sun,Premier League,Matchweek 4,Away,L 1–3,Manchester Utd,Arsenal,N,CB,7,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,Match Report,Jonny Evans,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,"CB,LB",90,0,0,0,0,1,0,0,0,78,2,1,2,0.1,0.1,0.3,3,0,57,69,82.6,5,59,1,1,1,Match Report,Levi Colwill,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,CB,90,0,0,0,0,2,0,0,0,84,1,0,0,0.1,0.1,0.0,2,0,63,75,84.0,2,49,1,2,2,Match Report,Levi Colwill,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"LB,CB",90,0,0,0,0,1,0,0,0,85,1,0,2,0.1,0.1,0.0,2,0,67,75,89.3,4,50,0,0,0,Match Report,Levi Colwill,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"CB,LB",90,0,0,0,0,0,0,0,0,67,1,3,0,0.0,0.0,0.0,1,0,48,58,82.8,1,37,1,0,0,Match Report,Levi Colwill,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,CB,90,1,0,0,0,2,1,0,0,108,1,2,1,0.5,0.5,0.0,0,0,89,98,90.8,5,78,0,0,0,Match Report,Axel Disasi,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,CB,90,0,0,0,0,0,0,1,0,115,1,0,0,0.0,0.0,0.0,0,0,98,111,88.3,9,86,2,0,0,Match Report,Axel Disasi,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,CB,90,0,0,0,0,1,1,0,0,106,1,1,1,0.1,0.1,0.0,0,0,87,96,90.6,3,69,0,0,0,Match Report,Axel Disasi,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,CB,90,0,0,0,0,2,0,0,0,115,0,1,0,0.1,0.1,0.1,1,0,101,108,93.5,11,87,2,0,0,Match Report,Axel Disasi,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,"CM,RM",90,0,0,0,0,1,0,1,0,112.0,1.0,0,5.0,0.1,0.1,0.2,4.0,0.0,86.0,102.0,84.3,17.0,84.0,1.0,3.0,2.0,Match Report,Enzo Fernandez,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,CM,90,0,0,0,1,1,0,0,0,124.0,1.0,0,2.0,0.8,0.0,0.3,7.0,0.0,101.0,116.0,87.1,19.0,91.0,7.0,2.0,1.0,Match Report,Enzo Fernandez,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"CM,AM",90,0,0,0,0,4,0,1,0,78.0,0.0,0,1.0,0.4,0.4,0.1,8.0,1.0,61.0,69.0,88.4,12.0,41.0,6.0,2.0,0.0,Match Report,Enzo Fernandez,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"AM,DM",90,0,0,0,0,4,1,0,0,111.0,3.0,0,2.0,0.2,0.2,0.4,7.0,0.0,82.0,98.0,83.7,16.0,70.0,1.0,1.0,1.0,Match Report,Enzo Fernandez,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,GK,90,0,0,0,0,0,0,0,0,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,0.0,26.0,0.0,0.0,0.0,Match Report,Robert Sanchez,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,GK,90,0,0,0,0,0,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,96.2,0.0,15.0,0.0,0.0,0.0,Match Report,Robert Sanchez,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,GK,90,0,0,0,0,0,0,0,0,41.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,92.7,0.0,20.0,0.0,0.0,0.0,Match Report,Robert Sanchez,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,GK,90,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,90.9,1.0,25.0,0.0,0.0,0.0,Match Report,Robert Sanchez,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,128,1,1,2,0.0,0.0,0.1,1,0,111,118,94.1,6,98,0,0,0,Match Report,Thiago Silva,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,CB,90,0,0,0,0,1,0,0,0,110,0,0,2,0.0,0.0,0.0,1,0,98,102,96.1,7,79,0,0,0,Match Report,Thiago Silva,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,CB,90,0,0,0,0,0,0,0,0,109,0,1,2,0.0,0.0,0.0,1,1,97,102,95.1,3,74,0,0,0,Match Report,Thiago Silva,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,CB,90,0,0,0,0,1,1,0,0,108,1,1,0,0.1,0.1,0.0,2,0,95,100,95.0,4,88,0,0,0,Match Report,Thiago Silva,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,FW,90,0,0,0,0,4.0,2.0,1,0,33.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,17.0,21.0,81.0,0.0,24.0,5.0,3.0,2.0,Match Report,Nicolas Jackson,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,FW,90,0,0,0,0,2.0,0.0,1,0,42.0,3.0,0.0,2.0,0.8,0.8,0.0,2.0,0.0,21.0,31.0,67.7,1.0,22.0,2.0,3.0,1.0,Match Report,Nicolas Jackson,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,FW,82,1,0,0,0,5.0,3.0,0,0,41.0,1.0,1.0,1.0,0.7,0.7,0.3,7.0,0.0,20.0,23.0,87.0,2.0,26.0,5.0,2.0,2.0,Match Report,Nicolas Jackson,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,FW,90,0,0,0,0,4.0,0.0,1,0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,22.0,26.0,84.6,5.0,36.0,4.0,6.0,5.0,Match Report,Nicolas Jackson,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,AM,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,0.1,5.0,1.0,24.0,32.0,75.0,5.0,31.0,5.0,3.0,0.0,Match Report,Raheem Sterling,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,"AM,FW",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0,0.1,0.1,0.1,7.0,0.0,37.0,53.0,69.8,4.0,51.0,10.0,12.0,6.0,Match Report,Raheem Sterling,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"AM,RM,FW",89.0,2.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,51.0,0.0,0.0,0.0,0.9,0.9,0.3,6.0,1.0,32.0,37.0,86.5,3.0,40.0,5.0,5.0,2.0,Match Report,Raheem Sterling,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"AM,RW,LW",90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.4,0.4,0.3,3.0,0.0,29.0,40.0,72.5,2.0,42.0,5.0,4.0,0.0,Match Report,Raheem Sterling,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,"CM,LM",90,0,0,0,0,0.0,0.0,0,0,77.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,61.0,68.0,89.7,3.0,57.0,0.0,1.0,1.0,Match Report,Conor Gallagher,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,"CM,AM",74,0,0,0,0,2.0,1.0,0,0,69.0,3.0,2.0,0.0,0.1,0.1,0.0,2.0,0.0,53.0,58.0,91.4,4.0,45.0,0.0,1.0,1.0,Match Report,Conor Gallagher,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"CM,RM",90,0,0,0,0,1.0,1.0,0,0,76.0,3.0,3.0,1.0,0.1,0.1,0.2,3.0,0.0,60.0,63.0,95.2,5.0,44.0,2.0,2.0,1.0,Match Report,Conor Gallagher,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,CM,61,0,0,0,0,1.0,0.0,1,0,65.0,4.0,0.0,0.0,0.1,0.1,0.1,4.0,0.0,49.0,57.0,86.0,6.0,48.0,1.0,0.0,0.0,Match Report,Conor Gallagher,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,WB,89,0,1,0,0,1,1,0,0,76,1,0,0,0.2,0.2,0.4,2,1,50,61,82.0,4,56,2,2,1,Match Report,Ben Chilwell,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y*,WB,60,0,0,0,0,2,0,0,0,46,1,0,0,0.2,0.2,0.7,2,0,31,39,79.5,2,25,2,3,1,Match Report,Ben Chilwell,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y*,"WB,LM",85,0,0,0,0,1,0,0,0,38,1,1,0,0.1,0.1,0.3,5,0,21,30,70.0,0,22,1,1,0,Match Report,Ben Chilwell,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y*,WB,61,0,0,0,0,2,0,1,0,36,1,0,1,0.3,0.3,0.4,2,0,11,25,44.0,1,15,3,2,2,Match Report,Ben Chilwell,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,N,"WB,RB",15,0,0,0,0,0,0,0,0,27.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,76.2,1.0,16.0,1.0,0.0,0.0,Match Report,Malo Gusto,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,WB,82,0,0,0,0,1,0,0,0,70.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,57.0,62.0,91.9,3.0,44.0,5.0,1.0,1.0,Match Report,Malo Gusto,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"RB,WB",90,0,2,0,0,1,0,0,0,84.0,1.0,1,1.0,0.0,0.0,0.4,2.0,2.0,70.0,77.0,90.9,5.0,56.0,4.0,2.0,2.0,Match Report,Malo Gusto,2023/2024
4,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"WB,RB",76,0,0,0,0,0,0,0,0,92.0,3.0,1,2.0,0.0,0.0,0.0,1.0,0.0,69.0,85.0,81.2,3.0,65.0,5.0,2.0,1.0,Match Report,Malo Gusto,2023/2024
0,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,N,CM,30,0,0,0,0,1,0,0,0,46.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,39.0,84.6,5.0,29.0,1.0,2.0,1.0,Match Report,Moises Caicedo,2023/2024
1,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,Y,"DM,CM",90,0,0,0,0,0,0,0,0,70.0,2.0,1,3.0,0.0,0.0,0.0,1.0,1.0,60.0,62.0,96.8,5.0,40.0,0.0,0.0,0.0,Match Report,Moises Caicedo,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,Y,"CM,DM",76,0,0,0,0,1,0,0,0,69.0,3.0,0,0.0,0.1,0.1,0.0,5.0,0.0,53.0,59.0,89.8,9.0,48.0,1.0,2.0,1.0,Match Report,Moises Caicedo,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y,AM,80,0,0,0,0,0,0,1,0,48,1,0,0,0.0,0.0,0.0,2,0,38,42,90.5,4,32,1,3,0,Match Report,Carney Chukwuemeka,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,Y,AM,45,1,0,0,0,1,1,1,0,25,0,0,0,0.1,0.1,0.1,2,2,16,20,80.0,0,17,1,2,1,Match Report,Carney Chukwuemeka,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,Y*,WB,75,0,0,0,0,1,0,0,0,73,0,0,0,0.0,0.0,0.3,2,0,55,68,80.9,7,51,5,1,1,Match Report,Reece James,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,N,"AM,LW",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,0.0,7.0,1.0,2.0,2.0,Match Report,Mykhailo Mudryk,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,N,"WB,AM",45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,16.0,25.0,64.0,1.0,21.0,4.0,2.0,0.0,Match Report,Mykhailo Mudryk,2023/2024
3,2023-09-02,Sat,Premier League,Matchweek 4,Home,L 0–1,Chelsea,Nott'ham Forest,N,LW,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,58.3,1.0,11.0,0.0,1.0,0.0,Match Report,Mykhailo Mudryk,2023/2024
0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 1–1,Chelsea,Liverpool,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Noni Madueke,2023/2024
1,2023-08-20,Sun,Premier League,Matchweek 2,Away,L 1–3,Chelsea,West Ham,N,"WB,FW",16,0,0,0,0,1,1,0,0,15,0,0,0,0.1,0.1,0.0,1,0,9,12,75.0,0,12,2,1,0,Match Report,Noni Madueke,2023/2024
2,2023-08-25,Fri,Premier League,Matchweek 3,Home,W 3–0,Chelsea,Luton Town,N,"On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play","On matchday squad, but did not play",Match Report,Noni Madueke,2023/2024
